Season,Division,Championship,Phase,Day,Game,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,P.No,Name,Libero,C,Voto,Set1,Set2,Set3,Set4,Set5,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt,,
2022/2023,A2,Regular_Season,Group_B_1st,9,-,3448,19/2/2023 ,17:00,-,-,O,Itas Ceccarelli Martignacco,Martignacco,8,Wiblin Roxanne,-,-,-,2,3,2,3,2,29,14,15,15,4,1,35,4,1 ,0.20 ,53 ,3 ,3,26,0.49 ,-,2 ,,
2022/2023,A2,Regular_Season,Group_B_1st,9,-,3448,19/2/2023 ,17:00,-,-,O,Itas Ceccarelli Martignacco,Martignacco,10,Bole Elisa,-,-,-,4,5,4,5,4,14,2,4,12,4,-,1,-,1 ,-,41 ,5 ,1,13,0.32 ,-,1 ,,
2022/2023,A2,Regular_Season,Group_B_1st,9,-,3448,19/2/2023 ,17:00,-,-,O,Itas Ceccarelli Martignacco,Martignacco,11,Cortella Sara,-,-,-,5,6,5,6,5,8,4,-2,12,-,1,34,3,0 ,0.21 ,27 ,2 ,5,7,0.26 ,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,9,-,3448,19/2/2023 ,17:00,-,-,O,Itas Ceccarelli Martignacco,Martignacco,12,Tellone Agata,L,-,-,*,*,*,*,-,-,-,-4,-,-,-,15,4,1 ,-,-,-,-,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,9,-,3448,19/2/2023 ,17:00,-,-,O,Itas Ceccarelli Martignacco,Martignacco,17,Eckl Katja,-,-,-,6,1,6,1,6,10,4,9,25,-,3,-,-,-,-,18 ,1 ,-,7,0.39 ,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,9,-,3448,19/2/2023 ,17:00,-,-,O,Itas Ceccarelli Martignacco,Martignacco,18,Guzin Bibiana,-,-,-,3,4,3,4,3,14,3,13,12,1,1,1,-,1 ,1.00 ,16 ,-,-,9,0.56 ,-,4 ,,
2022/2023,A2,Regular_Season,Group_B_1st,9,-,3449,19/2/2023 ,17:00,-,-,C,Volley Soverato,Soverato,1,Malinov Emma,-,-,-,6,1,6,-,-,2,1,1,20,-,1,1,-,-,-,5 ,-,-,1,0.20 ,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,9,-,3449,19/2/2023 ,17:00,-,-,C,Volley Soverato,Soverato,4,Schwan Courtney Rose,-,-,-,1,2,1,-,-,19,9,11,12,1,1,18,-,1 ,0.56 ,41 ,4 ,3,13,0.32 ,-,5 ,,
2022/2023,A2,Regular_Season,Group_B_1st,9,-,3449,19/2/2023 ,17:00,-,-,C,Volley Soverato,Soverato,5,Cecchi Ilenia,-,-,-,5,6,5,-,-,7,2,6,7,1,-,3,-,0 ,0.33 ,7 ,-,-,6,0.86 ,-,1 ,,
2022/2023,A2,Regular_Season,Group_B_1st,9,-,3449,19/2/2023 ,17:00,-,-,C,Volley Soverato,Soverato,6,Ferrario Federica,-,-,-,-,-,-,-,-,-,-,-1,-,-,-,16,1,1 ,0.56 ,-,-,-,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,9,-,3449,19/2/2023 ,17:00,-,-,C,Volley Soverato,Soverato,7,Giambanco Sofia,-,-,-,2,3,2,-,-,2,2,-2,7,3,-,1,-,-,-,3 ,-,1,2,0.67 ,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,9,-,3449,19/2/2023 ,17:00,-,-,C,Volley Soverato,Soverato,8,Cherepova Nicol,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,9,-,3449,19/2/2023 ,17:00,-,-,C,Volley Soverato,Soverato,9,Giugovaz Linda,-,C,-,4,5,4,-,-,7,2,1,15,2,-,13,1,0 ,0.15 ,17 ,3 ,-,6,0.35 ,-,1 ,,
2022/2023,A2,Regular_Season,Group_B_1st,9,-,3449,19/2/2023 ,17:00,-,-,C,Volley Soverato,Soverato,10,Zuliani Vittoria,-,-,-,-,-,-,-,-,-,-,-1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,9,-,3449,19/2/2023 ,17:00,-,-,C,Volley Soverato,Soverato,11,Salviato Benedetta,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,9,-,3449,19/2/2023 ,17:00,-,-,C,Volley Soverato,Soverato,12,Korhonen Piia,-,-,-,3,4,3,-,-,16,5,9,9,2,-,-,-,-,-,32 ,4 ,1,14,0.44 ,-,2 ,,
2022/2023,A2,Regular_Season,Group_B_1st,9,-,3449,19/2/2023 ,17:00,-,-,C,Volley Soverato,Soverato,16,Tolotti Gaia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,9,-,3449,19/2/2023 ,17:00,-,-,C,Volley Soverato,Soverato,17,Barbaro Mariasofia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,9,-,3449,19/2/2023 ,17:00,-,-,O,Anthea Vicenza Volley,Vicenza,3,Legros Dessaa,-,-,-,2,1,2,-,-,5,1,-1,7,2,-,22,2,1 ,0.36 ,20 ,1 ,1,5,0.25 ,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,9,-,3449,19/2/2023 ,17:00,-,-,O,Anthea Vicenza Volley,Vicenza,4,Galazzo Sonia,-,-,-,1,6,-,-,-,-,-,-1,5,-,-,-,-,-,-,4 ,1 ,-,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,9,-,3449,19/2/2023 ,17:00,-,-,O,Anthea Vicenza Volley,Vicenza,5,Groff Chiara,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,9,-,3449,19/2/2023 ,17:00,-,-,O,Anthea Vicenza Volley,Vicenza,6,Panucci Jessica,-,-,-,5,4,5,-,-,3,2,-,5,-,-,11,1,1 ,0.18 ,11 ,1 ,1,3,0.27 ,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,9,-,3449,19/2/2023 ,17:00,-,-,O,Anthea Vicenza Volley,Vicenza,7,Ferraro Florencia,-,-,-,-,-,1,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,9,-,3449,19/2/2023 ,17:00,-,-,O,Anthea Vicenza Volley,Vicenza,8,Martinez Volskis Ludovica,-,-,-,-,-,-,-,-,-,-,-1,3,1,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,9,-,3449,19/2/2023 ,17:00,-,-,O,Anthea Vicenza Volley,Vicenza,9,Ottino Eugenia Wilma,-,-,-,-,-,-,-,-,3,1,-1,8,2,-,4,-,1 ,0.75 ,8 ,1 ,1,3,0.38 ,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,9,-,3449,19/2/2023 ,17:00,-,-,O,Anthea Vicenza Volley,Vicenza,10,Farina Alice,-,-,-,3,2,3,-,-,5,-,3,11,2,-,-,-,-,-,13 ,-,-,5,0.38 ,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,9,-,3449,19/2/2023 ,17:00,-,-,O,Anthea Vicenza Volley,Vicenza,11,Kavalenka Julia,-,-,-,4,3,4,-,-,7,-,-2,9,1,-,-,-,-,-,33 ,5 ,3,6,0.18 ,-,1 ,,
2022/2023,A2,Regular_Season,Group_B_1st,9,-,3449,19/2/2023 ,17:00,-,-,O,Anthea Vicenza Volley,Vicenza,12,Cheli Lisa,-,C,-,6,5,6,-,-,8,4,4,9,-,-,1,-,-,-,13 ,2 ,2,4,0.31 ,-,4 ,,
2022/2023,A2,Regular_Season,Group_B_1st,9,-,3449,19/2/2023 ,17:00,-,-,O,Anthea Vicenza Volley,Vicenza,13,Formaggio Silvia,-,-,-,-,-,-,-,-,-,-,-3,-,-,-,25,3,1 ,0.40 ,-,-,-,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,9,-,3449,19/2/2023 ,17:00,-,-,O,Anthea Vicenza Volley,Vicenza,14,Digonzelli Lidia,-,-,-,-,-,-,-,-,-,-,-2,1,-,-,-,-,-,-,4 ,1 ,1,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,9,-,3449,19/2/2023 ,17:00,-,-,O,Anthea Vicenza Volley,Vicenza,16,Munaron Gaia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,9,-,3450,19/2/2023 ,15:30,-,-,C,CDA Talmassons,Talmassons,1,Taborelli Veronica,-,C,-,3,3,6,-,-,10,6,6,10,2,-,-,-,-,-,24 ,-,2,9,0.38 ,-,1 ,,
2022/2023,A2,Regular_Season,Group_B_1st,9,-,3450,19/2/2023 ,15:30,-,-,C,CDA Talmassons,Talmassons,2,Eze Blessing Chidera,-,-,-,6,6,3,-,-,3,2,2,9,-,-,-,-,-,-,3 ,1 ,-,1,0.33 ,-,2 ,,
2022/2023,A2,Regular_Season,Group_B_1st,9,-,3450,19/2/2023 ,15:30,-,-,C,CDA Talmassons,Talmassons,3,Tognini Elisa,-,-,-,-,*,-,-,-,2,2,2,1,-,-,-,-,-,-,4 ,-,-,2,0.50 ,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,9,-,3450,19/2/2023 ,15:30,-,-,C,CDA Talmassons,Talmassons,4,Crisafulli Andrea,-,-,-,-,-,*,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,9,-,3450,19/2/2023 ,15:30,-,-,C,CDA Talmassons,Talmassons,5,Grassi Emily 0,-,-,-,-,-,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,9,-,3450,19/2/2023 ,15:30,-,-,C,CDA Talmassons,Talmassons,6,De Nardi Giulia,L,-,-,*,*,*,-,-,-,-,-,-,-,-,10,-,1 ,0.70 ,-,-,-,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,9,-,3450,19/2/2023 ,15:30,-,-,C,CDA Talmassons,Talmassons,7,Milana Giovanna,-,-,-,1,1,4,-,-,12,10,7,18,2,3,11,1,1 ,0.36 ,21 ,2 ,-,7,0.33 ,-,2 ,,
2022/2023,A2,Regular_Season,Group_B_1st,9,-,3450,19/2/2023 ,15:30,-,-,C,CDA Talmassons,Talmassons,8,Michelini Ilaria,-,-,-,-,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,9,-,3450,19/2/2023 ,15:30,-,-,C,CDA Talmassons,Talmassons,9,Campagnolo Benedetta,-,-,-,*,-,*,-,-,-,-,-1,2,1,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,9,-,3450,19/2/2023 ,15:30,-,-,C,CDA Talmassons,Talmassons,10,Rossetto Aurora,-,-,-,4,4,1,-,-,11,7,6,13,1,1,13,1,1 ,0.31 ,19 ,2 ,1,6,0.32 ,-,4 ,,
2022/2023,A2,Regular_Season,Group_B_1st,9,-,3450,19/2/2023 ,15:30,-,-,C,CDA Talmassons,Talmassons,12,Trampus Alice,-,-,-,-,-,*,-,-,3,2,3,-,-,-,1,-,1 ,1.00 ,4 ,-,-,2,0.50 ,-,1 ,,
2022/2023,A2,Regular_Season,Group_B_1st,9,-,3450,19/2/2023 ,15:30,-,-,C,CDA Talmassons,Talmassons,14,Monaco Isabella,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,9,-,3450,19/2/2023 ,15:30,-,-,C,CDA Talmassons,Talmassons,17,Caneva Anna,-,-,-,2,2,5,-,-,11,3,10,9,1,1,-,-,-,-,11 ,-,-,9,0.82 ,-,1 ,,
2022/2023,A2,Regular_Season,Group_B_1st,9,-,3450,19/2/2023 ,15:30,-,-,C,CDA Talmassons,Talmassons,18,Costantini Veronica,-,-,-,5,5,2,-,-,6,4,5,10,1,-,-,-,-,-,5 ,-,-,4,0.80 ,-,2 ,,
2022/2023,A2,Regular_Season,Group_B_1st,9,-,3450,19/2/2023 ,15:30,-,-,O,Desi Shipping Akademia Messina,Messina,1,Varaldo Barbara,-,-,-,*,*,6,-,-,6,1,1,5,2,-,-,-,-,-,19 ,2 ,1,6,0.32 ,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,9,-,3450,19/2/2023 ,15:30,-,-,O,Desi Shipping Akademia Messina,Messina,2,Martinelli Melissa,-,-,-,5,5,2,-,-,4,3,2,5,-,1,1,-,1 ,-,5 ,-,2,1,0.20 ,-,2 ,,
2022/2023,A2,Regular_Season,Group_B_1st,9,-,3450,19/2/2023 ,15:30,-,-,O,Desi Shipping Akademia Messina,Messina,3,Catania Greta,-,-,-,-,*,5,-,-,-,-,-3,1,1,-,-,-,-,-,4 ,1 ,1,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,9,-,3450,19/2/2023 ,15:30,-,-,O,Desi Shipping Akademia Messina,Messina,4,Ciancio Sara,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,9,-,3450,19/2/2023 ,15:30,-,-,O,Desi Shipping Akademia Messina,Messina,6,Martilotti Valentina,-,-,-,1,1,*,-,-,2,2,-6,4,1,-,24,4,0 ,0.25 ,14 ,1 ,2,1,0.07 ,-,1 ,,
2022/2023,A2,Regular_Season,Group_B_1st,9,-,3450,19/2/2023 ,15:30,-,-,O,Desi Shipping Akademia Messina,Messina,7,Mearini Valentina,-,-,-,2,2,*,-,-,-,-,-2,9,1,-,-,-,-,-,2 ,1 ,-,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,9,-,3450,19/2/2023 ,15:30,-,-,O,Desi Shipping Akademia Messina,Messina,9,Muzi Margherita,-,C,-,6,6,3,-,-,1,-,1,5,-,-,-,-,-,-,1 ,-,-,1,1.00 ,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,9,-,3450,19/2/2023 ,15:30,-,-,O,Desi Shipping Akademia Messina,Messina,10,Brandi Valentina,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,9,-,3450,19/2/2023 ,15:30,-,-,O,Desi Shipping Akademia Messina,Messina,12,Silotto Giorgia,-,-,-,*,*,1,-,-,4,1,1,4,-,-,10,2,0 ,0.30 ,10 ,-,1,4,0.40 ,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,9,-,3450,19/2/2023 ,15:30,-,-,O,Desi Shipping Akademia Messina,Messina,13,Robinson Madelyn,-,-,-,4,4,4,-,-,7,2,-1,6,-,-,16,2,0 ,0.19 ,30 ,2 ,4,7,0.23 ,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,9,-,3450,19/2/2023 ,15:30,-,-,O,Desi Shipping Akademia Messina,Messina,14,Ebatombo Aurélia,-,-,-,3,3,-,-,-,-,-,-5,2,1,-,-,-,-,-,13 ,2 ,2,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,9,-,3450,19/2/2023 ,15:30,-,-,O,Desi Shipping Akademia Messina,Messina,15,Faraone Giorgia,L,-,-,*,*,*,-,-,-,-,-1,-,-,-,14,1,1 ,0.43 ,-,-,-,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,9,-,3450,19/2/2023 ,15:30,-,-,O,Desi Shipping Akademia Messina,Messina,16,Pisano Michela,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,9,-,3451,19/2/2023 ,16:00,-,-,C,Seap-Sigel Marsala,Marsala,3,Deste Elisa,-,-,-,6,6,6,6,-,13,6,11,9,1,-,-,-,-,-,12 ,-,1,8,0.67 ,-,5 ,,
2022/2023,A2,Regular_Season,Group_B_1st,9,-,3451,19/2/2023 ,16:00,-,-,C,Seap-Sigel Marsala,Marsala,5,Norgini Maria Chiara,L,-,-,*,*,*,*,-,-,-,-1,-,-,-,19,1,1 ,0.37 ,-,-,-,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,9,-,3451,19/2/2023 ,16:00,-,-,C,Seap-Sigel Marsala,Marsala,6,Salkute Monika,-,-,-,4,4,4,4,-,19,7,11,13,1,-,-,-,-,-,51 ,5 ,2,17,0.33 ,-,2 ,,
2022/2023,A2,Regular_Season,Group_B_1st,9,-,3451,19/2/2023 ,16:00,-,-,C,Seap-Sigel Marsala,Marsala,9,Guarena Francesca,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,9,-,3451,19/2/2023 ,16:00,-,-,C,Seap-Sigel Marsala,Marsala,10,Szucs Kinga 0,-,-,-,-,*,5,5,-,8,5,4,12,1,2,23,-,1 ,0.22 ,25 ,2 ,1,6,0.24 ,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,9,-,3451,19/2/2023 ,16:00,-,-,C,Seap-Sigel Marsala,Marsala,11,Frigerio Matilde,-,-,-,3,3,3,3,-,11,3,6,16,1,-,1,1,-,-,17 ,1 ,1,9,0.53 ,-,2 ,,
2022/2023,A2,Regular_Season,Group_B_1st,9,-,3451,19/2/2023 ,16:00,-,-,C,Seap-Sigel Marsala,Marsala,13,Garofalo Elisa maria,-,-,-,-,*,*,-,-,-,-,-1,2,1,-,6,-,1 ,0.17 ,-,-,-,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,9,-,3451,19/2/2023 ,16:00,-,-,C,Seap-Sigel Marsala,Marsala,14,Moneta Serena,-,C,-,5,5,*,2,-,5,2,-,13,1,-,10,2,0 ,0.10 ,28 ,1 ,1,5,0.18 ,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,9,-,3451,19/2/2023 ,16:00,-,-,C,Seap-Sigel Marsala,Marsala,16,Ghibaudo Chiara,-,-,-,1,1,1,1,-,4,2,2,14,2,2,1,-,-,-,4 ,-,-,1,0.25 ,-,1 ,,
2022/2023,A2,Regular_Season,Group_B_1st,9,-,3451,19/2/2023 ,16:00,-,-,C,Seap-Sigel Marsala,Marsala,18,Bulovic Katarina,-,-,-,2,2,2,*,-,9,5,-1,8,2,1,22,3,1 ,0.14 ,27 ,3 ,2,8,0.30 ,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,9,-,3451,19/2/2023 ,16:00,-,-,O,3M Pallavolo Perugia,Perugia,3,Agbortabi Emanuela,-,-,-,5,2,2,2,-,7,4,7,-,-,-,-,-,-,-,7 ,-,-,3,0.43 ,-,4 ,,
2022/2023,A2,Regular_Season,Group_B_1st,9,-,3451,19/2/2023 ,16:00,-,-,O,3M Pallavolo Perugia,Perugia,5,Traballi Gaia,-,-,-,4,1,1,4,-,12,5,4,10,2,-,17,1,1 ,0.12 ,30 ,1 ,4,11,0.37 ,-,1 ,,
2022/2023,A2,Regular_Season,Group_B_1st,9,-,3451,19/2/2023 ,16:00,-,-,O,3M Pallavolo Perugia,Perugia,6,Salinas Candela Sol,-,-,-,1,4,4,1,-,15,8,6,21,-,2,25,2,0 ,-,47 ,2 ,5,13,0.28 ,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,9,-,3451,19/2/2023 ,16:00,-,-,O,3M Pallavolo Perugia,Perugia,7,Bosi Elisa,-,-,-,*,*,*,*,-,1,1,1,18,-,1,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,9,-,3451,19/2/2023 ,16:00,-,-,O,3M Pallavolo Perugia,Perugia,8,Rota Beatrice,L,-,-,*,*,*,*,-,-,-,-3,-,-,-,26,3,0 ,0.04 ,-,-,-,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,9,-,3451,19/2/2023 ,16:00,-,-,O,3M Pallavolo Perugia,Perugia,9,Patasce Giulia,-,-,-,-,-,-,*,-,-,-,-4,2,-,-,8,3,0 ,-,3 ,1 ,-,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,9,-,3451,19/2/2023 ,16:00,-,-,O,3M Pallavolo Perugia,Perugia,11,Negri Michela,-,-,-,-,-,*,*,-,-,-,-1,3,1,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,9,-,3451,19/2/2023 ,16:00,-,-,O,3M Pallavolo Perugia,Perugia,14,Giudici Lucija,-,-,-,3,6,6,6,-,18,8,14,14,2,1,-,-,-,-,48 ,2 ,-,17,0.35 ,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,9,-,3451,19/2/2023 ,16:00,-,-,O,3M Pallavolo Perugia,Perugia,17,Pero Marta,-,C,-,2,5,5,5,-,8,3,4,8,2,-,1,-,1 ,-,12 ,1 ,1,5,0.42 ,-,3 ,,
2022/2023,A2,Regular_Season,Group_B_1st,9,-,3451,19/2/2023 ,16:00,-,-,O,3M Pallavolo Perugia,Perugia,18,Manig Miriana,-,-,-,6,3,3,3,-,1,1,-1,14,1,1,-,-,-,-,2 ,1 ,-,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3453,26/2/2023 ,15:00,-,-,C,Roma Volley Club,Roma,1,Bici Erblira,-,-,-,4,4,4,-,-,14,8,9,14,1,1,-,-,-,-,22 ,2 ,2,12,0.55 ,-,1 ,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3453,26/2/2023 ,15:00,-,-,C,Roma Volley Club,Roma,3,Bechis Marta,-,C,-,1,1,1,-,-,-,-,-,12,-,-,1,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3453,26/2/2023 ,15:00,-,-,C,Roma Volley Club,Roma,4,Rivero Jessica,-,-,-,2,2,2,-,-,10,4,4,13,1,1,12,1,1 ,0.33 ,19 ,3 ,1,8,0.42 ,-,1 ,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3453,26/2/2023 ,15:00,-,-,C,Roma Volley Club,Roma,5,Ciarrocchi Michela,-,-,-,6,6,6,-,-,6,2,3,9,3,1,-,-,-,-,7 ,-,-,4,0.57 ,-,1 ,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3453,26/2/2023 ,15:00,-,-,C,Roma Volley Club,Roma,7,Ferrara Martina,L,-,-,*,*,*,-,-,-,-,-,-,-,-,11,-,0 ,0.18 ,-,-,-,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3453,26/2/2023 ,15:00,-,-,C,Roma Volley Club,Roma,8,Rucli Michela,-,-,-,3,3,3,-,-,8,6,4,18,2,2,1,-,1 ,-,10 ,1 ,1,4,0.40 ,-,2 ,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3453,26/2/2023 ,15:00,-,-,C,Roma Volley Club,Roma,9,Valoppi Sofia,-,-,-,-,*,*,-,-,-,-,-1,1,-,-,3,1,1 ,0.33 ,-,-,-,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3453,26/2/2023 ,15:00,-,-,C,Roma Volley Club,Roma,10,De Luca Bossa Alice,-,-,-,*,*,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3453,26/2/2023 ,15:00,-,-,C,Roma Volley Club,Roma,13,Melli Giulia,-,-,-,5,5,5,-,-,15,9,11,4,-,-,15,3,0 ,0.27 ,25 ,1 ,-,14,0.56 ,-,1 ,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3453,26/2/2023 ,15:00,-,-,C,Roma Volley Club,Roma,14,Bianchini Marika,-,-,-,-,*,*,-,-,4,2,2,2,-,1,-,-,-,-,7 ,-,2,3,0.43 ,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3453,26/2/2023 ,15:00,-,-,C,Roma Volley Club,Roma,15,Rebora Sofia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3453,26/2/2023 ,15:00,-,-,C,Roma Volley Club,Roma,16,Valerio Giulia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3453,26/2/2023 ,15:00,-,-,O,Anthea Vicenza Volley,Vicenza,2,Ghirini Francesca 0,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3453,26/2/2023 ,15:00,-,-,O,Anthea Vicenza Volley,Vicenza,3,Legros Dessaa,-,-,-,2,4,4,-,-,7,1,-2,8,1,-,24,3,0 ,0.08 ,21 ,4 ,1,5,0.24 ,-,2 ,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3453,26/2/2023 ,15:00,-,-,O,Anthea Vicenza Volley,Vicenza,4,Galazzo Sonia,-,-,-,1,3,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3453,26/2/2023 ,15:00,-,-,O,Anthea Vicenza Volley,Vicenza,5,Groff Chiara,-,-,-,-,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3453,26/2/2023 ,15:00,-,-,O,Anthea Vicenza Volley,Vicenza,6,Panucci Jessica,-,-,-,5,1,1,-,-,8,3,3,10,2,2,20,2,0 ,0.25 ,14 ,-,1,4,0.29 ,-,2 ,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3453,26/2/2023 ,15:00,-,-,O,Anthea Vicenza Volley,Vicenza,7,Del Federico Nicol 0,-,-,-,-,*,3,-,-,1,1,-,2,1,-,-,-,-,-,-,-,-,-,-,-,1 ,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3453,26/2/2023 ,15:00,-,-,O,Anthea Vicenza Volley,Vicenza,8,Martinez Volskis Ludovica,-,-,-,3,5,5,-,-,1,-,-,7,1,-,2,-,1 ,1.00 ,7 ,-,-,1,0.14 ,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3453,26/2/2023 ,15:00,-,-,O,Anthea Vicenza Volley,Vicenza,9,Ottino Eugenia Wilma,-,-,-,*,*,*,-,-,-,-,-1,1,1,-,2,-,1 ,-,-,-,-,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3453,26/2/2023 ,15:00,-,-,O,Anthea Vicenza Volley,Vicenza,10,Farina Alice,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
