Season,Division,Championship,Phase,Day,Game,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,P.No,Name,Libero,C,Voto,Set1,Set2,Set3,Set4,Set5,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt,,
2023/2024,A2,Pool_Salvezza,2nd,4,-,4293,30/3/2024 ,17:00,-,-,O,Pallavolo C.B.L. Costa Volpino,Pallavolo C.B.L Costa Volpino,16,Lancini Arianna,-,-,-,*,*,-,-,-,1,1,1,4,-,1,1,-,1 ,-,-,-,-,-,-,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,4,-,4293,30/3/2024 ,17:00,-,-,O,Pallavolo C.B.L. Costa Volpino,Pallavolo C.B.L Costa Volpino,18,Vicet Campos Elizabeth,-,-,-,1,5,6,4,-,7,2,-9,8,2,-,38,7,0 ,18%,23 ,3 ,4,6,26%,-,1 ,,
2023/2024,A2,Pool_Salvezza,2nd,4,-,4293,30/3/2024 ,17:00,-,-,O,Pallavolo C.B.L. Costa Volpino,Pallavolo C.B.L Costa Volpino,20,Gay Alice,L,-,-,-,-,*,-,-,-,-,-1,-,-,-,3,1,0 ,33%,-,-,-,-,-,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,4,-,4294,30/3/2024 ,17:00,-,-,C,Nuvolì Altafratte Padova,Alta Fratte Volley Padova,1,Volpin Francesca,-,-,-,6,6,6,6,-,9,3,5,13,4,2,4,-,1 ,50%,14 ,-,-,4,29%,-,3 ,,
2023/2024,A2,Pool_Salvezza,2nd,4,-,4294,30/3/2024 ,17:00,-,-,C,Nuvolì Altafratte Padova,Alta Fratte Volley Padova,4,Cicolini Alessia,-,-,-,-,*,4,4,-,10,1,6,8,1,-,-,-,-,-,28 ,1 ,1,9,32%,-,1 ,,
2023/2024,A2,Pool_Salvezza,2nd,4,-,4294,30/3/2024 ,17:00,-,-,C,Nuvolì Altafratte Padova,Alta Fratte Volley Padova,5,Pavei Giulia,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,4,-,4294,30/3/2024 ,17:00,-,-,C,Nuvolì Altafratte Padova,Alta Fratte Volley Padova,6,Magnabosco Emma,-,-,-,*,-,*,*,-,-,-,-1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,4,-,4294,30/3/2024 ,17:00,-,-,C,Nuvolì Altafratte Padova,Alta Fratte Volley Padova,8,Pasa Alessia,-,-,-,5,5,*,*,-,-,-,-5,3,1,-,20,2,0 ,20%,9 ,2 ,-,-,-,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,4,-,4294,30/3/2024 ,17:00,-,-,C,Nuvolì Altafratte Padova,Alta Fratte Volley Padova,9,Vega Julieta Alién,-,-,-,-,-,-,*,-,-,-,-,-,-,-,2,-,-,-,3 ,-,-,-,-,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,4,-,4294,30/3/2024 ,17:00,-,-,C,Nuvolì Altafratte Padova,Alta Fratte Volley Padova,10,Trampus Alice,-,-,-,*,*,5,5,-,9,5,-1,11,2,2,19,3,0 ,11%,19 ,3 ,2,7,37%,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,4,-,4294,30/3/2024 ,17:00,-,-,C,Nuvolì Altafratte Padova,Alta Fratte Volley Padova,11,Fanelli Ilaria,-,-,-,3,3,3,3,-,8,1,7,8,1,-,1,-,-,-,11 ,-,-,7,64%,-,1 ,,
2023/2024,A2,Pool_Salvezza,2nd,4,-,4294,30/3/2024 ,17:00,-,-,C,Nuvolì Altafratte Padova,Alta Fratte Volley Padova,12,Wabersich Chiara,-,-,-,4,4,-,*,-,3,2,-2,3,-,1,-,-,-,-,17 ,4 ,1,1,6%,-,1 ,,
2023/2024,A2,Pool_Salvezza,2nd,4,-,4294,30/3/2024 ,17:00,-,-,C,Nuvolì Altafratte Padova,Alta Fratte Volley Padova,13,Bortolot Elena,-,-,-,1,1,1,1,-,4,3,2,13,2,2,-,-,-,-,2 ,-,-,2,100%,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,4,-,4294,30/3/2024 ,17:00,-,-,C,Nuvolì Altafratte Padova,Alta Fratte Volley Padova,14,Masiero Marta,-,C,-,*,*,*,*,-,-,-,-3,-,-,-,22,3,1 ,59%,-,-,-,-,-,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,4,-,4294,30/3/2024 ,17:00,-,-,C,Nuvolì Altafratte Padova,Alta Fratte Volley Padova,16,Rizzo Arianna,-,-,-,2,2,2,2,-,15,9,3,15,1,3,19,3,1 ,16%,28 ,2 ,6,10,36%,-,2 ,,
2023/2024,A2,Pool_Salvezza,2nd,4,-,4294,30/3/2024 ,17:00,-,-,C,Nuvolì Altafratte Padova,Alta Fratte Volley Padova,18,Menegaldo Anna,-,-,-,-,-,*,-,-,-,-,-1,2,1,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,4,-,4294,30/3/2024 ,17:00,-,-,O,Volley Hermaea Olbia,Hermaea Olbia,2,Orlandi Bianca,-,-,-,-,*,-,-,-,2,2,-,1,1,-,1,1,-,-,2 ,-,-,2,100%,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,4,-,4294,30/3/2024 ,17:00,-,-,O,Volley Hermaea Olbia,Hermaea Olbia,3,Adriano Virginia,-,-,-,2,2,2,2,-,10,7,4,15,2,1,-,-,-,-,39 ,2 ,2,9,23%,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,4,-,4294,30/3/2024 ,17:00,-,-,O,Volley Hermaea Olbia,Hermaea Olbia,5,Anello Letizia,-,-,-,1,1,1,1,-,8,3,7,17,-,1,1,1,-,-,4 ,-,-,3,75%,-,4 ,,
2023/2024,A2,Pool_Salvezza,2nd,4,-,4294,30/3/2024 ,17:00,-,-,O,Volley Hermaea Olbia,Hermaea Olbia,6,Gannar Islam,-,-,-,4,4,4,4,-,13,5,10,10,3,-,-,-,-,-,13 ,-,-,10,77%,-,3 ,,
2023/2024,A2,Pool_Salvezza,2nd,4,-,4294,30/3/2024 ,17:00,-,-,O,Volley Hermaea Olbia,Hermaea Olbia,7,Blasi Sophie Andrea,L,-,-,*,*,*,*,-,-,-,-3,-,-,-,21,3,0 ,29%,-,-,-,-,-,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,4,-,4294,30/3/2024 ,17:00,-,-,O,Volley Hermaea Olbia,Hermaea Olbia,9,Civetta Rosita,-,-,-,-,-,*,5,-,4,4,4,14,-,3,-,-,-,-,1 ,-,-,-,-,-,1 ,,
2023/2024,A2,Pool_Salvezza,2nd,4,-,4294,30/3/2024 ,17:00,-,-,O,Volley Hermaea Olbia,Hermaea Olbia,10,Partenio Laura,-,-,-,6,6,6,6,-,17,9,9,8,-,-,17,4,0 ,12%,30 ,1 ,3,16,53%,-,1 ,,
2023/2024,A2,Pool_Salvezza,2nd,4,-,4294,30/3/2024 ,17:00,-,-,O,Volley Hermaea Olbia,Hermaea Olbia,11,Fontemaggi Sara,-,-,-,3,3,3,3,-,10,6,1,21,-,2,21,4,0 ,24%,25 ,2 ,3,7,28%,-,1 ,,
2023/2024,A2,Pool_Salvezza,2nd,4,-,4294,30/3/2024 ,17:00,-,-,O,Volley Hermaea Olbia,Hermaea Olbia,15,Imamura Yuka,-,-,-,-,*,-,-,-,-,-,-1,3,1,-,2,-,1 ,-,-,-,-,-,-,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,4,-,4294,30/3/2024 ,17:00,-,-,O,Volley Hermaea Olbia,Hermaea Olbia,16,Marku Melissa,-,-,-,-,-,*,-,-,-,-,-1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,4,-,4294,30/3/2024 ,17:00,-,-,O,Volley Hermaea Olbia,Hermaea Olbia,17,Schmit Dana,-,C,-,5,5,5,-,-,-,-,-1,5,-,-,-,-,-,-,1 ,-,-,-,-,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,4,-,4295,30/3/2024 ,17:00,-,-,C,Sirdeco Volley Pescara,Beach World Pescara,1,Di Silvestre Anna,-,-,-,-,-,*,-,-,-,-,-,-,-,-,2,-,1 ,50%,-,-,-,-,-,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,4,-,4295,30/3/2024 ,17:00,-,-,C,Sirdeco Volley Pescara,Beach World Pescara,3,Bassi Maria Teresa,-,-,-,6,6,4,-,-,7,4,-4,8,2,2,16,5,1 ,38%,33 ,4 ,-,5,15%,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,4,-,4295,30/3/2024 ,17:00,-,-,C,Sirdeco Volley Pescara,Beach World Pescara,5,Casarotti Martina,-,-,-,3,3,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,4,-,4295,30/3/2024 ,17:00,-,-,C,Sirdeco Volley Pescara,Beach World Pescara,8,Cherepova Nicol,-,-,-,-,*,1,-,-,1,-,1,1,-,-,-,-,-,-,2 ,-,-,-,-,-,1 ,,
2023/2024,A2,Pool_Salvezza,2nd,4,-,4295,30/3/2024 ,17:00,-,-,C,Sirdeco Volley Pescara,Beach World Pescara,10,Martinez Volskis Ludovica,-,-,-,2,2,6,-,-,4,1,-3,3,-,-,16,4,1 ,44%,13 ,3 ,-,2,15%,-,2 ,,
2023/2024,A2,Pool_Salvezza,2nd,4,-,4295,30/3/2024 ,17:00,-,-,C,Sirdeco Volley Pescara,Beach World Pescara,15,Stellati Martina,-,-,-,5,5,3,-,-,3,-,-2,5,1,-,-,-,-,-,15 ,2 ,2,3,20%,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,4,-,4295,30/3/2024 ,17:00,-,-,C,Sirdeco Volley Pescara,Beach World Pescara,16,De Fabritiis Elettra,-,-,-,1,1,5,-,-,-,-,-13,5,1,-,16,9,0 ,31%,6 ,2 ,1,-,-,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,4,-,4295,30/3/2024 ,17:00,-,-,C,Sirdeco Volley Pescara,Beach World Pescara,23,Di Silvestre Giulia,-,-,-,-,-,*,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,4,-,4295,30/3/2024 ,17:00,-,-,C,Sirdeco Volley Pescara,Beach World Pescara,99,Falcone Emma,-,C,-,4,4,2,-,-,2,-,-7,6,3,-,15,4,1 ,33%,10 ,2 ,-,2,20%,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,4,-,4295,30/3/2024 ,17:00,-,-,O,Trasporti Bressan Offanengo,Volley Offanengo,1,Bridi Ulrike,-,-,-,6,6,-,-,-,4,4,2,13,2,4,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,4,-,4295,30/3/2024 ,17:00,-,-,O,Trasporti Bressan Offanengo,Volley Offanengo,2,Pelloni Federica,L,-,-,*,*,-,-,-,-,-,-1,-,-,-,4,1,1 ,50%,-,-,-,-,-,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,4,-,4295,30/3/2024 ,17:00,-,-,O,Trasporti Bressan Offanengo,Volley Offanengo,3,D'Este Elisa,-,-,-,2,*,5,-,-,8,7,6,16,-,4,-,-,-,-,9 ,1 ,1,3,33%,-,1 ,,
2023/2024,A2,Pool_Salvezza,2nd,4,-,4295,30/3/2024 ,17:00,-,-,O,Trasporti Bressan Offanengo,Volley Offanengo,4,Martinelli Martina,-,-,-,3,3,3,-,-,12,9,10,6,-,1,-,-,-,-,23 ,1 ,1,10,43%,-,1 ,,
2023/2024,A2,Pool_Salvezza,2nd,4,-,4295,30/3/2024 ,17:00,-,-,O,Trasporti Bressan Offanengo,Volley Offanengo,5,Modesti Nicole,-,-,-,-,2,2,-,-,4,2,1,8,2,1,-,-,-,-,6 ,-,-,2,33%,-,1 ,,
2023/2024,A2,Pool_Salvezza,2nd,4,-,4295,30/3/2024 ,17:00,-,-,O,Trasporti Bressan Offanengo,Volley Offanengo,7,Compagnin Giorgia,-,-,-,*,*,6,-,-,-,-,-,3,-,-,-,-,-,-,1 ,-,-,-,-,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,4,-,4295,30/3/2024 ,17:00,-,-,O,Trasporti Bressan Offanengo,Volley Offanengo,10,Parise Francesca,-,-,-,*,*,4,-,-,2,2,1,1,-,-,4,1,1 ,75%,6 ,-,-,2,33%,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,4,-,4295,30/3/2024 ,17:00,-,-,O,Trasporti Bressan Offanengo,Volley Offanengo,11,Trevisan Francesca,-,C,-,4,4,-,-,-,3,-,-,6,1,-,8,1,1 ,63%,6 ,1 ,-,3,50%,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,4,-,4295,30/3/2024 ,17:00,-,-,O,Trasporti Bressan Offanengo,Volley Offanengo,14,Tajè Sara,-,-,-,5,5,-,-,-,5,-,4,5,1,-,-,-,-,-,8 ,-,-,5,63%,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,4,-,4295,30/3/2024 ,17:00,-,-,O,Trasporti Bressan Offanengo,Volley Offanengo,15,Tommasini Giorgia,L,-,-,*,-,*,-,-,-,-,-,-,-,-,2,-,1 ,100%,-,-,-,-,-,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,4,-,4295,30/3/2024 ,17:00,-,-,O,Trasporti Bressan Offanengo,Volley Offanengo,16,Abila De Paula Tamara,-,-,-,1,1,-,-,-,8,6,5,6,1,2,7,2,1 ,57%,9 ,-,-,6,67%,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,4,-,4295,30/3/2024 ,17:00,-,-,O,Trasporti Bressan Offanengo,Volley Offanengo,17,Sassolini Victoria,-,-,-,*,*,1,-,-,6,5,3,10,2,2,1,-,1 ,-,6 ,-,1,4,67%,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4296,7/4/2024 ,17:00,-,-,C,Trasporti Bressan Offanengo,Volley Offanengo,1,Bridi Ulrike,-,-,-,6,6,6,6,-,5,2,4,10,-,2,-,-,-,-,7 ,-,1,3,43%,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4296,7/4/2024 ,17:00,-,-,C,Trasporti Bressan Offanengo,Volley Offanengo,2,Pelloni Federica,L,-,-,*,*,*,*,-,-,-,-1,-,-,-,20,1,1 ,35%,-,-,-,-,-,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4296,7/4/2024 ,17:00,-,-,C,Trasporti Bressan Offanengo,Volley Offanengo,3,D'Este Elisa,-,-,-,2,2,2,2,-,6,4,3,7,-,1,-,-,-,-,8 ,2 ,1,2,25%,-,3 ,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4296,7/4/2024 ,17:00,-,-,C,Trasporti Bressan Offanengo,Volley Offanengo,4,Martinelli Martina,-,-,-,3,3,3,3,-,13,7,3,12,2,1,1,-,-,-,47 ,3 ,5,12,26%,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4296,7/4/2024 ,17:00,-,-,C,Trasporti Bressan Offanengo,Volley Offanengo,5,Modesti Nicole,-,-,-,*,*,*,*,-,3,-,-,8,2,-,-,-,-,-,3 ,-,1,2,67%,-,1 ,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4296,7/4/2024 ,17:00,-,-,C,Trasporti Bressan Offanengo,Volley Offanengo,7,Compagnin Giorgia,-,-,-,-,-,*,*,-,-,-,-2,3,2,-,-,-,-,-,1 ,-,-,-,-,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4296,7/4/2024 ,17:00,-,-,C,Trasporti Bressan Offanengo,Volley Offanengo,10,Parise Francesca,-,-,-,*,*,*,1,-,6,2,-3,16,1,-,22,4,0 ,9%,25 ,3 ,1,6,24%,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4296,7/4/2024 ,17:00,-,-,C,Trasporti Bressan Offanengo,Volley Offanengo,11,Trevisan Francesca,-,C,-,4,4,4,4,-,8,3,-1,14,3,1,30,-,1 ,30%,33 ,1 ,5,6,18%,-,1 ,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4296,7/4/2024 ,17:00,-,-,C,Trasporti Bressan Offanengo,Volley Offanengo,14,Tajè Sara,-,-,-,5,5,5,5,-,10,5,6,14,3,2,-,-,-,-,12 ,1 ,-,5,42%,-,3 ,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4296,7/4/2024 ,17:00,-,-,C,Trasporti Bressan Offanengo,Volley Offanengo,15,Tommasini Giorgia,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4296,7/4/2024 ,17:00,-,-,C,Trasporti Bressan Offanengo,Volley Offanengo,16,Abila De Paula Tamara,-,-,-,1,1,1,-,-,2,1,-3,1,-,-,8,3,0 ,25%,11 ,1 ,1,1,9%,-,1 ,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4296,7/4/2024 ,17:00,-,-,C,Trasporti Bressan Offanengo,Volley Offanengo,17,Sassolini Victoria,-,-,-,-,-,*,*,-,2,-,-,3,-,-,-,-,-,-,7 ,1 ,1,2,29%,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4296,7/4/2024 ,17:00,-,-,O,Valsabbina Millenium Brescia,Millenium Brescia,3,Fiorio Cristina,-,-,-,5,5,5,5,-,14,7,2,12,1,1,26,5,0 ,31%,34 ,3 ,3,12,35%,-,1 ,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4296,7/4/2024 ,17:00,-,-,O,Valsabbina Millenium Brescia,Millenium Brescia,4,Pinarello Matilde,-,-,-,-,-,-,*,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4296,7/4/2024 ,17:00,-,-,O,Valsabbina Millenium Brescia,Millenium Brescia,7,Tagliani Matilde,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4296,7/4/2024 ,17:00,-,-,O,Valsabbina Millenium Brescia,Millenium Brescia,8,Scacchetti Chiara,-,-,-,1,1,1,1,-,2,1,-,21,2,1,-,-,-,-,4 ,-,-,-,-,-,1 ,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4296,7/4/2024 ,17:00,-,-,O,Valsabbina Millenium Brescia,Millenium Brescia,9,Torcolacci Alice,-,-,-,3,3,3,3,-,22,10,14,11,4,-,2,1,1 ,-,24 ,2 ,1,16,67%,-,6 ,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4296,7/4/2024 ,17:00,-,-,O,Valsabbina Millenium Brescia,Millenium Brescia,10,Pamio Alice,-,-,-,2,2,-,*,-,3,2,-3,8,2,-,7,1,0 ,29%,13 ,1 ,2,2,15%,-,1 ,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4296,7/4/2024 ,17:00,-,-,O,Valsabbina Millenium Brescia,Millenium Brescia,11,Bulovic Katarina,-,-,-,-,*,2,2,-,7,3,-1,13,3,-,14,4,0 ,21%,13 ,1 ,-,5,38%,-,2 ,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4296,7/4/2024 ,17:00,-,-,O,Valsabbina Millenium Brescia,Millenium Brescia,12,Pericati Ylenia,L,-,-,*,*,*,*,-,-,-,-,-,-,-,24,-,1 ,58%,-,-,-,-,-,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4296,7/4/2024 ,17:00,-,-,O,Valsabbina Millenium Brescia,Millenium Brescia,13,Brandi Margherita,-,-,-,-,-,*,*,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4296,7/4/2024 ,17:00,-,-,O,Valsabbina Millenium Brescia,Millenium Brescia,15,Malik Polina,-,-,-,4,4,4,4,-,11,4,3,14,2,1,-,-,-,-,30 ,4 ,2,9,30%,-,1 ,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4296,7/4/2024 ,17:00,-,-,O,Valsabbina Millenium Brescia,Millenium Brescia,16,Babatunde Maria Adelaide,-,-,-,6,6,6,6,-,11,4,7,11,3,-,-,-,-,-,15 ,-,1,7,47%,-,4 ,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4296,7/4/2024 ,17:00,-,-,O,Valsabbina Millenium Brescia,Millenium Brescia,17,Pinetti Francesca,-,-,-,-,-,*,*,-,1,-,1,-,-,-,2,-,-,-,1 ,-,-,1,100%,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4296,7/4/2024 ,17:00,-,-,O,Valsabbina Millenium Brescia,Millenium Brescia,18,Ratti Sonia,-,-,-,-,*,-,*,-,-,-,-1,-,-,-,-,-,-,-,2 ,1 ,-,-,-,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4297,7/4/2024 ,17:00,-,-,C,Volley Hermaea Olbia,Hermaea Olbia,2,Orlandi Bianca,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4297,7/4/2024 ,17:00,-,-,C,Volley Hermaea Olbia,Hermaea Olbia,3,Adriano Virginia,-,-,-,2,2,2,-,-,21,8,14,14,2,2,1,-,1 ,100%,36 ,3 ,2,19,53%,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4297,7/4/2024 ,17:00,-,-,C,Volley Hermaea Olbia,Hermaea Olbia,5,Anello Letizia,-,-,-,1,1,1,-,-,5,2,5,14,-,1,1,-,-,-,4 ,-,-,3,75%,-,1 ,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4297,7/4/2024 ,17:00,-,-,C,Volley Hermaea Olbia,Hermaea Olbia,6,Gannar Islam,-,-,-,4,4,4,-,-,12,7,8,10,3,2,-,-,-,-,14 ,1 ,-,9,64%,-,1 ,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4297,7/4/2024 ,17:00,-,-,C,Volley Hermaea Olbia,Hermaea Olbia,7,Blasi Sophie Andrea,L,-,-,*,*,*,-,-,-,-,-,-,-,-,8,-,1 ,75%,-,-,-,-,-,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4297,7/4/2024 ,17:00,-,-,C,Volley Hermaea Olbia,Hermaea Olbia,9,Civetta Rosita,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4297,7/4/2024 ,17:00,-,-,C,Volley Hermaea Olbia,Hermaea Olbia,10,Partenio Laura,-,-,-,6,6,6,-,-,15,11,12,7,2,-,12,-,1 ,100%,18 ,1 ,-,14,78%,-,1 ,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4297,7/4/2024 ,17:00,-,-,C,Volley Hermaea Olbia,Hermaea Olbia,11,Fontemaggi Sara,-,-,-,3,3,3,-,-,5,1,4,11,-,-,13,1,1 ,77%,23 ,-,-,5,22%,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4297,7/4/2024 ,17:00,-,-,C,Volley Hermaea Olbia,Hermaea Olbia,13,Filigheddu Aurora,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4297,7/4/2024 ,17:00,-,-,C,Volley Hermaea Olbia,Hermaea Olbia,15,Imamura Yuka,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4297,7/4/2024 ,17:00,-,-,C,Volley Hermaea Olbia,Hermaea Olbia,16,Marku Melissa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4297,7/4/2024 ,17:00,-,-,C,Volley Hermaea Olbia,Hermaea Olbia,17,Schmit Dana,-,C,-,5,5,5,-,-,3,3,2,18,1,3,-,-,-,-,1 ,-,-,-,-,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4297,7/4/2024 ,17:00,-,-,C,Volley Hermaea Olbia,Hermaea Olbia,18,Del Prete Sofia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4297,7/4/2024 ,17:00,-,-,O,Vtb Fcredil Bologna,Vtb Fcredil Bologna,1,Ristori Virginia,-,-,-,1,4,3,-,-,4,-,2,4,-,-,20,1,1 ,60%,16 ,1 ,-,4,25%,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4297,7/4/2024 ,17:00,-,-,O,Vtb Fcredil Bologna,Vtb Fcredil Bologna,2,Taiani Sofia,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4297,7/4/2024 ,17:00,-,-,O,Vtb Fcredil Bologna,Vtb Fcredil Bologna,3,Del Federico Nicol,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4297,7/4/2024 ,17:00,-,-,O,Vtb Fcredil Bologna,Vtb Fcredil Bologna,4,Fiore Emanuela,-,-,-,-,3,5,-,-,5,2,3,6,-,-,3,1,0 ,33%,14 ,1 ,-,5,36%,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4297,7/4/2024 ,17:00,-,-,O,Vtb Fcredil Bologna,Vtb Fcredil Bologna,5,Lotti Silvia,-,-,-,4,*,-,-,-,3,-,-2,3,2,-,12,3,1 ,67%,11 ,-,-,2,18%,-,1 ,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4297,7/4/2024 ,17:00,-,-,O,Vtb Fcredil Bologna,Vtb Fcredil Bologna,7,Tresoldi Livia,-,-,-,5,2,1,-,-,5,-,3,5,-,-,-,-,-,-,10 ,1 ,1,5,50%,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4297,7/4/2024 ,17:00,-,-,O,Vtb Fcredil Bologna,Vtb Fcredil Bologna,8,Bongiovanni Camilla,-,-,-,-,-,*,-,-,-,-,-1,3,1,-,1,-,1 ,100%,2 ,-,-,-,-,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4297,7/4/2024 ,17:00,-,-,O,Vtb Fcredil Bologna,Vtb Fcredil Bologna,9,Laporta Rebecca,L,-,-,*,*,*,-,-,-,-,-,-,-,-,14,-,1 ,86%,-,-,-,-,-,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4297,7/4/2024 ,17:00,-,-,O,Vtb Fcredil Bologna,Vtb Fcredil Bologna,10,Bovolo Irene,-,-,-,-,1,6,-,-,4,-,1,4,-,-,11,2,1 ,45%,8 ,1 ,-,4,50%,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4297,7/4/2024 ,17:00,-,-,O,Vtb Fcredil Bologna,Vtb Fcredil Bologna,11,Neriotti Camilla,-,-,-,2,-,-,-,-,1,-,-,2,-,-,-,-,-,-,4 ,1 ,-,-,-,-,1 ,,
